glucan,xylan,lignin,ash,Volatiles  db,Ash  db,Carbon  db,Nitrogen  db,ADSCI-growing season,ADSCI-30 days prior to harvest,ADSCI-30 days prior to growing season end,Precip-growing season cm,Precip-30 days prior to harvest cm,Precip-30 days prior to growing season end cm,Accumlated Thermal Time-growing season C ,Accumlated Thermal Time-30 days prior to harvest C ,Accumlated Thermal Time-30 days prior to growing season end C ,0-10 Soil pH,0-10 Soil particulate organic matter ,0-10 Soil total organic carbon ,0-10 Total Soil nitrogen ,0-10 Soil Bulk Density gcm3,0-10 Soil P mgkg,0-10 Soil K mgkg,10-20 Soil pH,10-20 Soil particulate organic matter ,10-20 Soil total organic carbon ,10-20 Total Soil nitrogen ,10-20 Soil Bulk Density gcm3,10-20 Soil P mgkg,10-20 Soil K mgkg,20-30 Soil pH,20-30 Soil particulate organic matter ,20-30 Soil total organic carbon ,20-30 Total Soil nitrogen ,20-30 Soil Bulk Density gcm3,20-30 Soil P mgkg,20-30 Soil K mgkg,30-50 Soil pH,30-50 Soil particulate organic matter ,30-50 Soil total organic carbon ,30-50 Total Soil nitrogen ,30-50 Soil Bulk Density gcm3,30-50 Soil P mgkg,30-50 Soil K mgkg,50-100 Soil pH,50-100 Soil particulate organic matter ,50-100 Soil total organic carbon ,50-100 Total Soil nitrogen ,50-100 Soil Bulk Density gcm3,50-100 Soil P mgkg,50-100 Soil K mgkg,0-10 Site Sand ,0-10 Site Silt ,0-10 Site Clay ,0-10 Site pH,0-10 Site CEC cmol kg-1,0-10 Site SOM ,0-10 Site Soil total organic carbon ,0-10 Site Total Soil nitrogen ,0-10 Site Extractable P mg kg-1,0-10 Site Extractable K mg kg-1,0-10 Site Extractable Ca mg kg-1,0-10 Site Extractable Mg mg kg-1,0-10 Site Extractable S mg kg-1,0-10 Site BD g cm-3,10-20 Site Sand ,10-20 Site Silt ,10-20 Site Clay ,10-20 Site pH,10-20 Site CEC cmol kg-1,10-20 Site SOM ,10-20 Site Soil total organic carbon ,10-20 Site Total Soil nitrogen ,10-20 Site Extractable P mg kg-1,10-20 Site Extractable K mg kg-1,10-20 Site Extractable Ca mg kg-1,10-20 Site Extractable Mg mg kg-1,10-20 Site Extractable S mg kg-1,10-20 Site BD g cm-3,20-30 Site Sand ,20-30 Site Silt ,20-30 Site Clay ,20-30 Site pH,20-30 Site CEC cmol kg-1,20-30 Site SOM ,20-30 Site Soil total organic carbon ,20-30 Site Total Soil nitrogen ,20-30 Site Extractable P mg kg-1,20-30 Site Extractable K mg kg-1,20-30 Site Extractable Ca mg kg-1,20-30 Site Extractable Mg mg kg-1,20-30 Site Extractable S mg kg-1,20-30 Site BD g cm-3,30-50 Site Sand ,30-50 Site Silt ,30-50 Site Clay ,30-50 Site pH,30-50 Site CEC cmol kg-1,30-50 Site SOM ,30-50 Site Soil total organic carbon ,30-50 Site Total Soil nitrogen ,30-50 Site Extractable P mg kg-1,30-50 Site Extractable K mg kg-1,30-50 Site Extractable Ca mg kg-1,30-50 Site Extractable Mg mg kg-1,30-50 Site Extractable S mg kg-1,30-50 Site BD g cm-3,50-100 Site Sand ,50-100 Site Silt ,50-100 Site Clay ,50-100 Site pH,50-100 Site CEC cmol kg-1,50-100 Site SOM ,50-100 Site Soil total organic carbon ,50-100 Site Total Soil nitrogen ,50-100 Site Extractable P mg kg-1,50-100 Site Extractable K mg kg-1,50-100 Site Extractable Ca mg kg-1,50-100 Site Extractable Mg mg kg-1,50-100 Site Extractable S mg kg-1,50-100 Site BD g cm-3,Nitrogen Trt Categorical
41.69658998,18.58665211,20.35940773,3.379445393,85.32,1.27,49.78,0.4,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,5.08,4.3,2.73,0.354,1.336,277.4,169.4,5.84,2.74,1.672,0.226,1.558,258.2,82.6,5.94,2.02,1.146,0.168,1.552,282,80.8,6.06,1.44,0.684,0.11,1.638,365.2,77.6,6.06,1.54,0.586,0.102,1.82,350.6,97.4,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,-1
37.42656495,18.91811274,18.64081578,4.202845052,84.53,2.03,49.24,0.6,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,5.025,5.25,2.785,0.34,1.29,316.75,239.25,5.925,3.2,1.7175,0.2025,1.5325,299.5,123,6,2.4,1.1275,0.1425,1.53,326.5,88,6.15,1.725,0.675,0.095,1.6,370.5,88,5.95,1.55,0.46,0.0725,1.76,381.75,102,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,0
38.33466006,19.67200615,21.00751344,5.821209495,84.84,1.81,49.55,0.46,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,4.975,4.975,2.8,0.335,1.365,294.75,217.75,6,3.35,1.6,0.2075,1.53,283.5,93.5,6.125,2.35,0.9975,0.135,1.595,309.75,73,6.1,1.825,0.605,0.0925,1.6475,361,87,5.95,1.7,0.3875,0.0775,1.7925,417.75,92.75,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,1
36.6982917,20.59233004,18.68768303,3.988023412,84.31,2.3,48.54,0.7,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,5.37143,4.42857,2.33857,0.29429,1.38857,303.571,181.143,5.97143,3.14286,1.64143,0.21143,1.57429,283.714,82.429,6.14286,2.27143,1.00571,0.14,1.62571,311.857,77.571,6.24286,2,0.66714,0.09857,1.71714,320,89.143,6.17143,2.1,0.58571,0.10714,0,303.143,116.571,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,1
39.06735797,20.32807099,21.37005146,5.119541576,84.66,1.65,49.48,0.34,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,5.3,4.58333,2.49167,0.30833,1.44833,323.667,269.167,5.83333,3.21667,1.715,0.21833,1.49333,322.167,127.667,6.08333,2.35,1.15,0.15167,1.56,360.167,98.667,6.21667,1.68333,0.68,0.09667,1.69167,421.167,96.333,6.16667,1.61667,0.47,0.07667,1.835,416.167,120.667,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,-1
39.63639787,19.59107168,20.05675637,3.518681465,84.29,1.97,48.73,0.4,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,4.9,4.33333,2.39667,0.30333,1.35333,322.667,236.333,5.73333,3.1,1.64333,0.21,1.51,303,122,5.96667,2.36667,1.15,0.15,1.55333,303.667,89.667,6.1,1.83333,0.71667,0.09667,1.57,380.333,99,6.06667,1.63333,0.45667,0.08,1.73,412,121.333,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,0
36.66998785,21.17938514,20.70423768,5.477659093,84.08,2.32,48.5,0.39,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,5.13333,4.9,2.74,0.33667,1.35333,373,333,5.7,3.43333,1.79,0.24,1.6,357.667,181.333,5.7,2.5,1.18667,0.15667,1.53,398,126.333,5.93333,1.83333,0.73667,0.1,1.70667,515,114,5.9,1.56667,0.39667,0.06667,1.90333,505.333,108.333,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,0
38.09050621,19.57217221,18.74277807,3.5582776,84.65,1.97,49.02,0.5,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,5.03333,4.66667,0.22167,10.3967,1.39333,338,219,5.7,3.3,0.20667,7.64,1.53333,286.667,126.667,5.7,2.6,0.14333,7.7567,1.53667,259,87.667,5.96667,2,0.09333,7.6433,1.72333,308.667,85.333,5.96667,1.96667,0.08333,5.8133,1.77333,352,100,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,1
36.67336544,19.63521966,18.49910766,4.194104118,84.19,2.47,48.29,0.46,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,4.6,4.63333,2.27,0.32,1.4425,343,224.667,5.6,3.5,1.61333,0.22,1.5725,317,129.333,5.56667,2.46667,1.02,0.13333,1.62,317,88,5.66667,1.93333,0.61333,0.09,1.85,371.333,92.333,5.4,1.83333,0.08333,4.94,1.85,381.333,95.667,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,-1
38.89855742,19.96599391,20.40418125,3.950257929,84.9,1.26,49.53,0.43,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,4.86667,4.13333,0.28333,7.6767,1.46667,363,302.333,5.1,3.23333,0.20667,7.4733,1.68,326,195.333,5.3,2.6,0.15667,7.0067,1.62333,326.333,142,5.73333,1.96667,0.10333,6.3267,1.79667,429.667,117,5.5,1.76667,0.08333,4.7967,1.84,452.333,98,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,-1
40.83371652,21.11217767,21.16277813,3.710379782,84.63,1.64,49.41,0.38,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,4.83333,4.9,0.29333,8.16,1.3825,320.333,167.333,5.56667,3.33333,0.2,7.3267,1.58,293,80,5.53333,2.66667,0.13667,7.02,1.54,298,71.333,5.7,2.06667,0.09333,5.9433,1.78,357.333,78,5.8,2.13333,0.08333,4.64,2.005,390.667,104.667,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,0
38.77279903,19.38247536,19.70433152,3.613639892,84.99,1.19,49.58,0.57,1553.97,1084.86,920.01,63.2968,3.3782,3.1496,4178.055556,384.1666667,471.9444444,5,5.2,0.32333,8.2967,1.34333,354,249.667,5.86667,3.53333,0.21667,7.1667,1.63,347,118,5.9,2.63333,0.14333,7.0767,1.57333,371,94.667,6,1.9,0.09667,5.4033,1.8,471.333,96.667,5.86667,1.96667,0.08,3.9733,1.9,454,99.667,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,1
42.13578116,19.95969435,22.12703752,2.766779108,85.16,1.42,49.87,0.28,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,5.08,4.3,2.73,0.354,1.336,277.4,169.4,5.84,2.74,1.672,0.226,1.558,258.2,82.6,5.94,2.02,1.146,0.168,1.552,282,80.8,6.06,1.44,0.684,0.11,1.638,365.2,77.6,6.06,1.54,0.586,0.102,1.82,350.6,97.4,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,-1
40.37133303,21.07621471,20.97543968,4.495648155,84.68,2.17,49.37,0.31,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,5.025,5.25,2.785,0.34,1.29,316.75,239.25,5.925,3.2,1.7175,0.2025,1.5325,299.5,123,6,2.4,1.1275,0.1425,1.53,326.5,88,6.15,1.725,0.675,0.095,1.6,370.5,88,5.95,1.55,0.46,0.0725,1.76,381.75,102,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,0
42.89720354,20.44049061,20.97965834,2.290044343,85.25,1.36,50.31,0.4,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,4.975,4.975,2.8,0.335,1.365,294.75,217.75,6,3.35,1.6,0.2075,1.53,283.5,93.5,6.125,2.35,0.9975,0.135,1.595,309.75,73,6.1,1.825,0.605,0.0925,1.6475,361,87,5.95,1.7,0.3875,0.0775,1.7925,417.75,92.75,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,1
41.70114626,19.87230115,21.4054031,2.416120485,85.41,1.53,49.84,0.31,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,5.37143,4.42857,2.33857,0.29429,1.38857,303.571,181.143,5.97143,3.14286,1.64143,0.21143,1.57429,283.714,82.429,6.14286,2.27143,1.00571,0.14,1.62571,311.857,77.571,6.24286,2,0.66714,0.09857,1.71714,320,89.143,6.17143,2.1,0.58571,0.10714,0,303.143,116.571,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,1
40.11556223,20.9050706,22.80831276,3.126395142,85.15,1.14,50.13,0.23,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,5.3,4.58333,2.49167,0.30833,1.44833,323.667,269.167,5.83333,3.21667,1.715,0.21833,1.49333,322.167,127.667,6.08333,2.35,1.15,0.15167,1.56,360.167,98.667,6.21667,1.68333,0.68,0.09667,1.69167,421.167,96.333,6.16667,1.61667,0.47,0.07667,1.835,416.167,120.667,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,-1
41.76877027,21.07363759,21.15357994,2.719831149,85.08,1.43,49.77,0.28,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,4.9,4.33333,2.39667,0.30333,1.35333,322.667,236.333,5.73333,3.1,1.64333,0.21,1.51,303,122,5.96667,2.36667,1.15,0.15,1.55333,303.667,89.667,6.1,1.83333,0.71667,0.09667,1.57,380.333,99,6.06667,1.63333,0.45667,0.08,1.73,412,121.333,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,0
43.0658208,20.59851101,21.29911498,2.257558851,85.48,0.99,50.23,0.3,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,5.13333,4.9,2.74,0.33667,1.35333,373,333,5.7,3.43333,1.79,0.24,1.6,357.667,181.333,5.7,2.5,1.18667,0.15667,1.53,398,126.333,5.93333,1.83333,0.73667,0.1,1.70667,515,114,5.9,1.56667,0.39667,0.06667,1.90333,505.333,108.333,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,0
40.98594739,21.16205344,21.11888662,3.585536114,84.84,1.23,49.69,0.29,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,5.03333,4.66667,0.22167,10.3967,1.39333,338,219,5.7,3.3,0.20667,7.64,1.53333,286.667,126.667,5.7,2.6,0.14333,7.7567,1.53667,259,87.667,5.96667,2,0.09333,7.6433,1.72333,308.667,85.333,5.96667,1.96667,0.08333,5.8133,1.77333,352,100,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,1
41.63189105,19.74451686,21.80735165,3.672847749,84.64,1.92,50.06,0.5,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,4.6,4.63333,2.27,0.32,1.4425,343,224.667,5.6,3.5,1.61333,0.22,1.5725,317,129.333,5.56667,2.46667,1.02,0.13333,1.62,317,88,5.66667,1.93333,0.61333,0.09,1.85,371.333,92.333,5.4,1.83333,0.08333,4.94,1.85,381.333,95.667,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,-1
40.32291476,20.98085546,20.90436221,3.928248033,84.78,2.04,49.33,0.31,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,4.86667,4.13333,0.28333,7.6767,1.46667,363,302.333,5.1,3.23333,0.20667,7.4733,1.68,326,195.333,5.3,2.6,0.15667,7.0067,1.62333,326.333,142,5.73333,1.96667,0.10333,6.3267,1.79667,429.667,117,5.5,1.76667,0.08333,4.7967,1.84,452.333,98,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,-1
42.21348424,20.89310297,20.88322477,3.357657148,85.11,1.5,49.64,0.29,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,4.83333,4.9,0.29333,8.16,1.3825,320.333,167.333,5.56667,3.33333,0.2,7.3267,1.58,293,80,5.53333,2.66667,0.13667,7.02,1.54,298,71.333,5.7,2.06667,0.09333,5.9433,1.78,357.333,78,5.8,2.13333,0.08333,4.64,2.005,390.667,104.667,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,0
40.44553734,20.57884237,21.21765662,3.554848016,84.5,2.31,48.89,0.33,0,0,0,101.3206,20.1168,11.5824,4090.277778,205.8333333,464.1666667,5,5.2,0.32333,8.2967,1.34333,354,249.667,5.86667,3.53333,0.21667,7.1667,1.63,347,118,5.9,2.63333,0.14333,7.0767,1.57333,371,94.667,6,1.9,0.09667,5.4033,1.8,471.333,96.667,5.86667,1.96667,0.08,3.9733,1.9,454,99.667,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,1
37.94669067,20.1004114,20.73244181,3.854746237,83.9,2.16,48.25,0.18,2488.75,479.12,489.09,56.5404,12.0904,7.9756,3819.722222,230.5555556,490.5555556,5.08,4.3,2.73,0.354,1.336,277.4,169.4,5.84,2.74,1.672,0.226,1.558,258.2,82.6,5.94,2.02,1.146,0.168,1.552,282,80.8,6.06,1.44,0.684,0.11,1.638,365.2,77.6,6.06,1.54,0.586,0.102,1.82,350.6,97.4,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,-1
37.92217256,20.93937425,19.21877517,3.622830166,85.09,1.43,48.87,0.36,2488.75,479.12,489.09,56.5404,12.0904,7.9756,3819.722222,230.5555556,490.5555556,5.025,5.25,2.785,0.34,1.29,316.75,239.25,5.925,3.2,1.7175,0.2025,1.5325,299.5,123,6,2.4,1.1275,0.1425,1.53,326.5,88,6.15,1.725,0.675,0.095,1.6,370.5,88,5.95,1.55,0.46,0.0725,1.76,381.75,102,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,0
35.60591864,19.50516902,19.61481836,4.740081186,84.5,2.06,48.7,0.49,2488.75,479.12,489.09,56.5404,12.0904,7.9756,3819.722222,230.5555556,490.5555556,4.975,4.975,2.8,0.335,1.365,294.75,217.75,6,3.35,1.6,0.2075,1.53,283.5,93.5,6.125,2.35,0.9975,0.135,1.595,309.75,73,6.1,1.825,0.605,0.0925,1.6475,361,87,5.95,1.7,0.3875,0.0775,1.7925,417.75,92.75,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,1
