glucan,xylan,lignin,ash,Volatiles  db,Ash  db,Carbon  db,Nitrogen  db,ADSCI-growing season,ADSCI-30 days prior to harvest,ADSCI-30 days prior to growing season end,Precip-growing season cm,Precip-30 days prior to harvest cm,Precip-30 days prior to growing season end cm,Accumlated Thermal Time-growing season C ,Accumlated Thermal Time-30 days prior to harvest C ,Accumlated Thermal Time-30 days prior to growing season end C ,0-10 Soil pH,0-10 Soil particulate organic matter ,0-10 Soil total organic carbon ,0-10 Total Soil nitrogen ,0-10 Soil Bulk Density gcm3,0-10 Soil P mgkg,0-10 Soil K mgkg,10-20 Soil pH,10-20 Soil particulate organic matter ,10-20 Soil total organic carbon ,10-20 Total Soil nitrogen ,10-20 Soil Bulk Density gcm3,10-20 Soil P mgkg,10-20 Soil K mgkg,20-30 Soil pH,20-30 Soil particulate organic matter ,20-30 Soil total organic carbon ,20-30 Total Soil nitrogen ,20-30 Soil Bulk Density gcm3,20-30 Soil P mgkg,20-30 Soil K mgkg,30-50 Soil pH,30-50 Soil particulate organic matter ,30-50 Soil total organic carbon ,30-50 Total Soil nitrogen ,30-50 Soil Bulk Density gcm3,30-50 Soil P mgkg,30-50 Soil K mgkg,50-100 Soil pH,50-100 Soil particulate organic matter ,50-100 Soil total organic carbon ,50-100 Total Soil nitrogen ,50-100 Soil Bulk Density gcm3,50-100 Soil P mgkg,50-100 Soil K mgkg,0-10 Site Sand ,0-10 Site Silt ,0-10 Site Clay ,0-10 Site pH,0-10 Site CEC cmol kg-1,0-10 Site SOM ,0-10 Site Soil total organic carbon ,0-10 Site Total Soil nitrogen ,0-10 Site Extractable P mg kg-1,0-10 Site Extractable K mg kg-1,0-10 Site Extractable Ca mg kg-1,0-10 Site Extractable Mg mg kg-1,0-10 Site Extractable S mg kg-1,0-10 Site BD g cm-3,10-20 Site Sand ,10-20 Site Silt ,10-20 Site Clay ,10-20 Site pH,10-20 Site CEC cmol kg-1,10-20 Site SOM ,10-20 Site Soil total organic carbon ,10-20 Site Total Soil nitrogen ,10-20 Site Extractable P mg kg-1,10-20 Site Extractable K mg kg-1,10-20 Site Extractable Ca mg kg-1,10-20 Site Extractable Mg mg kg-1,10-20 Site Extractable S mg kg-1,10-20 Site BD g cm-3,20-30 Site Sand ,20-30 Site Silt ,20-30 Site Clay ,20-30 Site pH,20-30 Site CEC cmol kg-1,20-30 Site SOM ,20-30 Site Soil total organic carbon ,20-30 Site Total Soil nitrogen ,20-30 Site Extractable P mg kg-1,20-30 Site Extractable K mg kg-1,20-30 Site Extractable Ca mg kg-1,20-30 Site Extractable Mg mg kg-1,20-30 Site Extractable S mg kg-1,20-30 Site BD g cm-3,30-50 Site Sand ,30-50 Site Silt ,30-50 Site Clay ,30-50 Site pH,30-50 Site CEC cmol kg-1,30-50 Site SOM ,30-50 Site Soil total organic carbon ,30-50 Site Total Soil nitrogen ,30-50 Site Extractable P mg kg-1,30-50 Site Extractable K mg kg-1,30-50 Site Extractable Ca mg kg-1,30-50 Site Extractable Mg mg kg-1,30-50 Site Extractable S mg kg-1,30-50 Site BD g cm-3,50-100 Site Sand ,50-100 Site Silt ,50-100 Site Clay ,50-100 Site pH,50-100 Site CEC cmol kg-1,50-100 Site SOM ,50-100 Site Soil total organic carbon ,50-100 Site Total Soil nitrogen ,50-100 Site Extractable P mg kg-1,50-100 Site Extractable K mg kg-1,50-100 Site Extractable Ca mg kg-1,50-100 Site Extractable Mg mg kg-1,50-100 Site Extractable S mg kg-1,50-100 Site BD g cm-3,Nitrogen Trt Categorical
36.52809193,20.25059599,22.04684962,3.951589766,83.5,3.11,48.845,0.345,100,500,100,59.5376,9.7536,5.588,3151.111111,174.7222222,544.4444444,5.8,2.13333,1.12333,0.11667,1.61667,26,122,6.13333,2.23333,1.19333,0.13,1.76333,35.667,161.333,6,2.03333,0.87,0.10667,1.71333,7.667,78,6.26667,1.9,0.55333,0.07667,1.63333,2,125.667,6.86667,1.3,0.33667,0.04167,1.79333,1,94,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,1
42.51578737,18.90525093,22.73984908,2.4626469,84.865,1.605,49.835,0.13,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,35.27777778,507.5,5.83333,1.86667,1.20667,0.11333,1.665,31,94.333,6.1,1.8,1.12,0.10667,1.78333,37.333,131.667,6.16667,1.76667,1.05333,0.10333,1.73,26,96.333,6.26667,1.4,0.68333,0.07333,1.6625,4.667,62,6.9,1.3,0.395,0.055,1.61667,1,125,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,1
41.4499998,19.53167144,22.57049079,3.125266291,84.25,1.96,49.125,0.03,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,35.27777778,507.5,6.06667,1.7,1.11667,0.10667,1.58333,46,155.667,5.83333,1.7,1.05,0.1,1.68,34.333,109.667,6.06667,1.7,0.93667,0.08,1.64333,23.667,64.667,6.03333,1.43333,0.66667,0.06333,1.54,5.333,80,6.45,1.1,0.35,0.025,1.625,1,145.5,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,0
43.06486964,19.58713035,22.88120612,2.16936866,84.725,1.29,49.94,0.145,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,40.83333333,507.5,5.4,1.8,1.09667,0.10333,1.5275,44.333,129.333,5.83333,1.73333,1.06667,0.09667,1.64667,46.333,146.333,5.93333,1.83333,1.16333,0.1,1.64333,52.667,172.667,5.9,1.63333,0.91333,0.08333,1.65,16,58.667,6.03333,1.26667,0.46,0.045,1.635,2,152,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,-1
41.8019436,19.7193312,23.01385855,2.241457333,85.61,0.67,50.175,0.14,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,40.83333333,507.5,5.86667,1.86667,1.00333,0.09333,1.53667,28.667,90,5.86667,1.9,0.99,0.1,1.77667,36.667,110,5.8,1.93333,0.96667,0.09667,1.78667,35.333,114.667,6.2,1.5,0.64667,0.07,1.69,5,55.667,6.86667,1.4,0.42333,0.05333,1.62333,1,101.667,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,0
41.66805732,20.35332693,22.44671059,3.148161871,84.45,2.045,49.325,0.27,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,40.83333333,507.5,5.8,1.96667,1.13,0.10333,1.4825,37.667,93,5.86667,1.86667,1.03667,0.10333,1.63,57,156,6.23333,2,1.19,0.11333,1.6775,52,129.667,5.73333,1.63333,0.79333,0.07667,1.535,10,56,6.4,1.3,0.38,0.05,1.42,1,137,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,-1
42.24102297,18.4800357,23.65135695,2.042344258,85.475,0.985,50.53,0.27,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,40.83333333,507.5,5.76667,1.8,1.22,0.12,1.40333,51.333,113.333,5.73333,1.8,1.16667,0.11667,1.69,74.667,163,6,1.83333,1.27667,0.12667,1.69,80,207.333,5.9,1.56667,1.03667,0.10333,1.55333,32,51.333,6.1,1.03333,0.44667,0.05667,1.58,2,131.667,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,1
42.07054842,20.17680242,22.46412576,2.424392223,85.135,0.79,50.125,0.175,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,46.66666667,507.5,5.7,1.6,1.11,0.11667,1.595,31,97,6.33333,1.73333,1.15,0.11667,1.8125,40.667,147.333,6.03333,1.6,1.1,0.11333,1.7025,28.333,111.667,6.26667,1.2,0.67333,0.08,1.625,3.333,82.667,7.06667,0.93333,0.43667,0.05667,1.6675,1,129,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,-1
42.01404393,18.35629152,21.93995129,2.701215649,84.43,1.73,49.615,0.17,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,46.66666667,507.5,5.4,1.93333,1.11667,0.10667,1.524,43.667,88.333,5.86667,1.93333,1.05667,0.10667,1.614,60,177.667,6.13333,1.83333,1.03333,0.10667,1.61,45.667,173.667,5.7,1.43333,0.64333,0.07333,1.56,4.333,72,6.2,1.3,0.43333,0.03333,1.65667,1.667,147.667,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,1
41.18183525,19.71362745,23.23571549,2.899444852,84.56,1.49,49.625,0.105,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,46.66666667,507.5,5.43333,2.06667,1.34333,0.13333,1.45,64.667,98.333,5.83333,2.06667,1.31667,0.13,1.645,76.333,166.333,5.6,2.26667,1.38,0.13,1.59,65.667,117,5.66667,1.8,1.10667,0.11,1.5175,40,53.333,6.13333,1.23333,0.52,0.06667,1.555,2.667,98,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,0
42.10028332,19.65185913,22.78596636,2.05942346,85.33,0.745,50.355,0.21,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,60.83333333,507.5,5.8,2.13333,1.12333,0.11667,1.61667,26,122,6.13333,2.23333,1.19333,0.13,1.76333,35.667,161.333,6,2.03333,0.87,0.10667,1.71333,7.667,78,6.26667,1.9,0.55333,0.07667,1.63333,2,125.667,6.86667,1.3,0.33667,0.04167,1.79333,1,94,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,1
42.64185386,19.88913056,21.72240692,1.620031178,84.755,1.365,49.085,0.01,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,60.83333333,507.5,5.83333,2,1.16333,0.11,1.54,23.333,128.333,5.76667,2,1.05667,0.10667,1.63333,11.667,98.667,5.7,1.9,0.90333,0.09333,1.61667,7.333,95.333,6.1,1.7,0.58,0.06333,1.55667,2,133.667,6.73333,1.16667,0.37,0.025,1.69333,1,125,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,-1
42.04631084,19.55419508,22.67466849,1.795970742,85.4,0.925,50.06,0.175,1832.19,0,1114.92,46.0756,0.4064,5.7912,3262.5,60.83333333,507.5,5.36667,2.1,1.07,0.11333,1.375,41.667,109.333,5.46667,2.13333,1.16667,0.12333,1.63,54.333,161.333,6,2.06667,1.11333,0.11333,1.5975,49.667,193.333,5.56667,1.76667,0.64333,0.08,1.54,11.333,64.667,6.36667,1.46667,0.28,0.05,1.6325,1,137.333,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,0
40.81051121,19.95188419,23.87335425,2.896906712,84.05,2.11,49.73,0.22,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.83333,1.86667,1.20667,0.11333,1.665,31,94.333,6.1,1.8,1.12,0.10667,1.78333,37.333,131.667,6.16667,1.76667,1.05333,0.10333,1.73,26,96.333,6.26667,1.4,0.68333,0.07333,1.6625,4.667,62,6.9,1.3,0.395,0.055,1.61667,1,125,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,1
40.42441707,20.91040897,24.00904344,2.479182876,84.48,1.88,49.69,0.21,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,6.06667,1.7,1.11667,0.10667,1.58333,46,155.667,5.83333,1.7,1.05,0.1,1.68,34.333,109.667,6.06667,1.7,0.93667,0.08,1.64333,23.667,64.667,6.03333,1.43333,0.66667,0.06333,1.54,5.333,80,6.45,1.1,0.35,0.025,1.625,1,145.5,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,0
41.83948177,21.40709893,22.78541696,1.801416811,84.28,2.08,49.44,0.18,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.4,1.8,1.09667,0.10333,1.5275,44.333,129.333,5.83333,1.73333,1.06667,0.09667,1.64667,46.333,146.333,5.93333,1.83333,1.16333,0.1,1.64333,52.667,172.667,5.9,1.63333,0.91333,0.08333,1.65,16,58.667,6.03333,1.26667,0.46,0.045,1.635,2,152,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,-1
41.49034821,20.37610023,23.79450197,2.300479723,84.68,1.79,49.73,0.19,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.86667,1.86667,1.00333,0.09333,1.53667,28.667,90,5.86667,1.9,0.99,0.1,1.77667,36.667,110,5.8,1.93333,0.96667,0.09667,1.78667,35.333,114.667,6.2,1.5,0.64667,0.07,1.69,5,55.667,6.86667,1.4,0.42333,0.05333,1.62333,1,101.667,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,0
41.76306004,21.4926351,20.84126043,1.801853229,83.37,2.95,49.22,0.19,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.8,1.96667,1.13,0.10333,1.4825,37.667,93,5.86667,1.86667,1.03667,0.10333,1.63,57,156,6.23333,2,1.19,0.11333,1.6775,52,129.667,5.73333,1.63333,0.79333,0.07667,1.535,10,56,6.4,1.3,0.38,0.05,1.42,1,137,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,-1
41.79318975,19.47758421,23.54483477,2.947591428,84.16,2.07,49.79,0.29,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.76667,1.8,1.22,0.12,1.40333,51.333,113.333,5.73333,1.8,1.16667,0.11667,1.69,74.667,163,6,1.83333,1.27667,0.12667,1.69,80,207.333,5.9,1.56667,1.03667,0.10333,1.55333,32,51.333,6.1,1.03333,0.44667,0.05667,1.58,2,131.667,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,1
40.61271377,20.70190965,22.72931733,2.738635158,84.2,2.12,49.28,0.18,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.7,1.6,1.11,0.11667,1.595,31,97,6.33333,1.73333,1.15,0.11667,1.8125,40.667,147.333,6.03333,1.6,1.1,0.11333,1.7025,28.333,111.667,6.26667,1.2,0.67333,0.08,1.625,3.333,82.667,7.06667,0.93333,0.43667,0.05667,1.6675,1,129,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,-1
42.04619382,19.68272628,23.25115743,2.318767727,83.57,2.67,49.53,0.26,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.4,1.93333,1.11667,0.10667,1.524,43.667,88.333,5.86667,1.93333,1.05667,0.10667,1.614,60,177.667,6.13333,1.83333,1.03333,0.10667,1.61,45.667,173.667,5.7,1.43333,0.64333,0.07333,1.56,4.333,72,6.2,1.3,0.43333,0.03333,1.65667,1.667,147.667,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,1
41.56093075,19.99337,23.64832441,2.179610855,84.14,2.18,49.64,0.22,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.43333,2.06667,1.34333,0.13333,1.45,64.667,98.333,5.83333,2.06667,1.31667,0.13,1.645,76.333,166.333,5.6,2.26667,1.38,0.13,1.59,65.667,117,5.66667,1.8,1.10667,0.11,1.5175,40,53.333,6.13333,1.23333,0.52,0.06667,1.555,2.667,98,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,0
40.58078519,19.95098551,23.52396093,3.685546041,83.54,2.75,49.04,0.17,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.8,2.13333,1.12333,0.11667,1.61667,26,122,6.13333,2.23333,1.19333,0.13,1.76333,35.667,161.333,6,2.03333,0.87,0.10667,1.71333,7.667,78,6.26667,1.9,0.55333,0.07667,1.63333,2,125.667,6.86667,1.3,0.33667,0.04167,1.79333,1,94,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,1
40.05618436,21.47415111,22.99254767,2.531360713,83.32,3.27,48.26,0.09,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.83333,2,1.16333,0.11,1.54,23.333,128.333,5.76667,2,1.05667,0.10667,1.63333,11.667,98.667,5.7,1.9,0.90333,0.09333,1.61667,7.333,95.333,6.1,1.7,0.58,0.06333,1.55667,2,133.667,6.73333,1.16667,0.37,0.025,1.69333,1,125,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,-1
41.03934401,20.96674209,23.32389879,2.528985576,84.3,2.07,49.45,0.19,4666.71,0,1310.7,40.0304,4.2672,19.2532,3214.444444,-39.72222222,589.4444444,5.36667,2.1,1.07,0.11333,1.375,41.667,109.333,5.46667,2.13333,1.16667,0.12333,1.63,54.333,161.333,6,2.06667,1.11333,0.11333,1.5975,49.667,193.333,5.56667,1.76667,0.64333,0.08,1.54,11.333,64.667,6.36667,1.46667,0.28,0.05,1.6325,1,137.333,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,55,30,16,5.7,10.6,1.9,1.14,0.11,39.1,110,1390,154,15.8,1.52,45,30,15,5.9,10.7,1.9,1.11,0.11,47.1,144,1613,154,17.1,1.69,52,32,16,6,10.9,1.9,1.08,0.11,39.5,130,1686,177,17.4,1.66,36,43,21,6,12,1.6,0.75,0.08,11.3,75,1722,325,13.4,1.59,0
29.27007068,20.21019803,19.28179559,9.401150701,81.67,6.39,48.04,1.03,1833.69,1662.82,1149.76,23.495,5.4356,4.953,2730.277778,208.8888889,483.0555556,4.83333,4.9,0.29333,8.16,1.3825,320.333,167.333,5.56667,3.33333,0.2,7.3267,1.58,293,80,5.53333,2.66667,0.13667,7.02,1.54,298,71.333,5.7,2.06667,0.09333,5.9433,1.78,357.333,78,5.8,2.13333,0.08333,4.64,2.005,390.667,104.667,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,0
31.8627353,20.85563661,19.03037751,7.914865092,81.93,5.79,47.75,0.91,1833.69,1662.82,1149.76,23.495,5.4356,4.953,2730.277778,208.8888889,483.0555556,5,5.2,0.32333,8.2967,1.34333,354,249.667,5.86667,3.53333,0.21667,7.1667,1.63,347,118,5.9,2.63333,0.14333,7.0767,1.57333,371,94.667,6,1.9,0.09667,5.4033,1.8,471.333,96.667,5.86667,1.96667,0.08,3.9733,1.9,454,99.667,9,64,27,5.1,18.6,4.7,2.49,0.31,322.2,229,1860,214,45.5,1.38,9,63,28,5.8,16.2,3.2,1.64,0.21,302.8,117,2122,174,25.2,1.56,8,60,32,5.9,16,2.4,1.08,0.15,321.7,91,2145,144,16.3,1.57,10,52,38,6,17.8,1.8,0.66,0.1,383.4,92,2405,133,12.5,1.71,14,38,48,5.9,25.6,1.8,0.46,0.09,391.8,106,3453,146,17.3,1.83,1
